年份_Year,大區_District,選區編號_Constituency_code,選區名_Constituency_name_chi,該選區當選人_Candidate_name_chi,政治聯繫_Political_affiliation,所屬派別_Political_camp,獲票數_Count_of_votes,得票率_Percentage_of_votes_obtained(%),票選或自動當選_Elected_or_uncontested,該選區登記選民數_Count_of_registered_voter,該選區居民數_Count_of_resident
1999,東區,C21,北角邨,顏尊廉,民建聯,建,1677,73.23,Elected,8018,16174
1999,東區,C22,錦屏,蔡素玉,港進聯,建,,,Uncontested,9389,20822
1999,東區,C23,丹拿,李汝大,前綫,泛,1173,45.84,Elected,8730,18078
1999,東區,C24,健康村,陳得偉,民主會,泛,1392,66.32,Elected,8326,17845
1999,東區,C25,鰂魚涌,江子榮,自由黨,建,,,Uncontested,7688,17837
1999,東區,C26,南豐,梁淑楨,民主黨,泛,1404,44.42,Elected,8636,16257
1999,東區,C27,康怡,麥順邦,,其他,1940,88.38,Elected,6583,13347
1999,東區,C28,康山,梁兆新,,其他,1479,68.5,Elected,7803,16261
1999,東區,C29,興東,黃月梅,民主黨,泛,1521,42.39,Elected,10500,19723
1999,東區,C30,西灣河,江澤濠,,其他,,,Uncontested,8304,19237
1999,東區,C31,下耀東,許嘉灝,民建聯,建,1281,60.91,Elected,7368,19589
1999,東區,C32,上耀東,趙資強,民建聯,建,1355,57.34,Elected,6169,14789
1999,東區,C33,興民,趙承基,民建聯,建,1652,60.8,Elected,8440,15670
1999,東區,C34,樂康,陳達強,民建聯,建,1271,54.76,Elected,6721,15771
1999,東區,C35,翠德,梁耀雄,,其他,1792,85.41,Elected,7092,14589
1999,東區,C36,漁灣,鍾樹根,民建聯,建,2360,65.16,Elected,9812,18594
1999,東區,C37,曉翠,林翠蓮,自由黨,建,1674,53.36,Elected,6750,13500
2003,東區,C01,太古城西,羅友聖,－,其他,2145,73.86,Elected,7510,18203
2003,東區,C02,太古城東,曹漢光,獨民派,泛,2830,75.67,Elected,9221,19808
2003,東區,C03,鯉景灣,傅元章,港進聯,建,,,Uncontested,8081,16308
2003,東區,C04,筲箕灣,勞鍱珍,民建聯,建,,,Uncontested,5316,13048
2003,東區,C05,愛秩序灣,李建賢,民主黨,泛,2584,53.32,Elected,11255,19701
2003,東區,C06,阿公岩,杜本文,－,其他,,,Uncontested,7443,14731
2003,東區,C07,杏花邨,陳添勝,獨民派,泛,2553,62.91,Elected,9063,19666
2003,東區,C08,翠灣,鄧禮明,民建聯,建,1827,51.32,Elected,7663,13580
2003,東區,C09,欣藍,朱偉祖,民主黨,泛,1519,50.82,Elected,6145,16692
2003,東區,C10,小西灣,陳靄群,民建聯,建,1997,68.41,Elected,7653,14761
2003,東區,C11,景怡,陳耀德,民主黨,泛,2901,69.01,Elected,10196,17683
2003,東區,C12,環翠,龔栢祥,民建聯,建,,,Uncontested,9325,17022
2003,東區,C13,翡翠,黎志強,民主黨,泛,1932,63.72,Elected,7304,13925
2003,東區,C14,柏架山,黃建彬,民建聯,建,1549,55.44,Elected,6879,14831
2003,東區,C15,寶馬山,陳炳煥,－,其他,1108,53.45,Elected,5901,16028
2003,東區,C16,天后,葉就生,－,建,1636,52.19,Elected,8225,15625
2003,東區,C17,炮台山,羅榮焜,－,建,1385,49.43,Elected,7831,15678
2003,東區,C18,維園,周潔冰,－,建,1788,71.12,Elected,6600,14178
2003,東區,C19,城市花園,許清安,－,建,,,Uncontested,7345,16243
2003,東區,C20,和富,王國興,民建聯,建,2665,70.32,Elected,9711,19830
2003,東區,C21,堡壘,蔡世傳,－,其他,944,47.85,Elected,6421,15294
2003,東區,C22,錦屏,蔡素玉,民建聯,建,1433,43.84,Elected,8040,16746
2003,東區,C23,丹拿,李汝大,－,建,2657,69.26,Elected,8259,16667
2003,東區,C24,健康村,陳得偉,－,其他,1671,60.02,Elected,8521,17350
2003,東區,C25,鰂魚涌,江子榮,民建聯,建,,,Uncontested,6852,15304
2003,東區,C26,南豐,梁淑楨,民主黨,泛,2672,68.83,Elected,7964,14975
2003,東區,C27,康怡,麥順邦,－,建,1743,62.12,Elected,6259,13439
2003,東區,C28,康山,梁兆新,－,泛,1793,60.7,Elected,7362,14019
2003,東區,C29,興東,黃月梅,民主黨,泛,2775,58.71,Elected,11364,20907
2003,東區,C30,西灣河,江澤濠,－,建,,,Uncontested,7944,18307
2003,東區,C31,下耀東,許嘉灝,民建聯,建,1305,49.39,Elected,7849,18533
2003,東區,C32,上耀東,趙資强,民建聯,建,,,Uncontested,6964,14672
2003,東區,C33,興民,趙承基,民建聯,建,2357,59.42,Elected,10786,21541
2003,東區,C34,樂康,曾健成,獨民派,泛,1481,51.66,Elected,6299,11301
2003,東區,C35,翠德,呂志文,－,其他,942,43.53,Elected,6430,13646
2003,東區,C36,漁灣,鍾樹根,民建聯,建,,,Uncontested,7314,13507
2003,東區,C37,佳曉,林翠蓮,自由黨,建,2400,72.88,Elected,9061,16590
2007,東區,C01,太古城西,趙家賢,民主黨,泛,1165,42.99,Elected,8296,17603
2007,東區,C02,太古城東,曹漢光,獨民派,泛,2184,67.45,Elected,9809,18742
2007,東區,C03,鯉景灣,傅元章,－,建,1335,44.38,Elected,8599,20598
2007,東區,C04,筲箕灣,勞鍱珍,民建聯,建,1192,63.44,Elected,5932,13311
2007,東區,C05,愛秩序灣,顏尊廉,民建聯,建,2430,47.02,Elected,12418,20833
2007,東區,C06,阿公岩,杜本文,－,其他,1505,73.16,Elected,7186,13966
2007,東區,C07,杏花邨,陳添勝,獨民派,泛,2188,55.21,Elected,9776,18485
2007,東區,C08,翠灣,古桂耀,社民連,泛,2092,52.77,Elected,7806,12983
2007,東區,C09,欣藍,黃健興,－,其他,2489,66.34,Elected,7976,15561
2007,東區,C10,小西灣,陳靄群,民建聯,建,2308,80.11,Elected,8020,13640
2007,東區,C11,景怡,梁國鴻,民建聯,建,2074,49.71,Elected,10432,16905
2007,東區,C12,環翠,龔栢祥,民建聯,建,2335,65.08,Elected,9128,15840
2007,東區,C13,翡翠,黎志強,民主黨,泛,1650,58.84,Elected,7385,13116
2007,東區,C14,柏架山,黃建彬,民建聯,建,2120,81.01,Elected,7777,14442
2007,東區,C15,寶馬山,邵家輝,自由黨,建,1385,54.46,Elected,6791,15290
2007,東區,C16,天后,葉就生,－,建,1428,50.33,Elected,8048,14647
2007,東區,C17,炮台山,羅榮焜,－,建,1698,58.21,Elected,8724,15199
2007,東區,C18,維園,周潔冰,－,建,,,Uncontested,7061,14530
2007,東區,C19,城市花園,許清安,－,建,1698,61.9,Elected,8151,15088
2007,東區,C20,和富,郭偉强,－,建,2527,88.14,Elected,10201,20785
2007,東區,C21,堡壘,洪連杉,民建聯,建,,,Uncontested,7164,16086
2007,東區,C22,錦屏,蔡素玉,民建聯,建,1804,71.7,Elected,8984,16446
2007,東區,C23,丹拿,李汝大,－,建,2069,80.47,Elected,8620,15035
2007,東區,C24,健康村,鄭志成,民建聯,建,1591,51.26,Elected,8500,15530
2007,東區,C25,鰂魚涌,丁江浩,民建聯,建,1313,55.85,Elected,7278,14368
2007,東區,C26,南豐,梁淑楨,民主黨,泛,1874,56.72,Elected,8329,13967
2007,東區,C27,康怡,陳啟遠,公民黨,泛,1998,57.63,Elected,7381,13272
2007,東區,C28,康山,梁兆新,公民黨,泛,1599,57.52,Elected,7450,13852
2007,東區,C29,興東,黃月梅,－,其他,1828,59.01,Elected,11740,20158
2007,東區,C30,西灣河,江澤濠,－,建,,,Uncontested,8519,18263
2007,東區,C31,下耀東,許嘉灝,民建聯,建,1491,57.79,Elected,7763,16937
2007,東區,C32,上耀東,趙資強,民建聯,建,2190,74.82,Elected,7433,13768
2007,東區,C33,興民,趙承基,民建聯,建,2286,66.92,Elected,10179,18153
2007,東區,C34,樂康,曾健成,社民連,泛,1912,56.43,Elected,7686,12986
2007,東區,C35,翠德,呂志文,－,其他,1232,61.11,Elected,6718,13435
2007,東區,C36,漁灣,鍾樹根,民建聯,建,1922,72.09,Elected,7849,13630
2007,東區,C37,佳曉,林翠蓮,自由黨,建,,,Uncontested,8586,14468
2011,東區,C01,太古城西,趙家賢,民主黨,泛,2529,61.86,Elected,8597,17409
2011,東區,C02,太古城東,謝子祺,新民黨,建,2270,56.85,Elected,9933,18438
2011,東區,C03,鯉景灣,傅元章,,建,1932,58.05,Elected,9268,20356
2011,東區,C04,愛秩序灣,顏尊亷,民主建港協進聯盟,建,,,Uncontested,11168,19609
2011,東區,C05,筲箕灣,勞鍱珍,民主建港協進聯盟,建,1260,52.39,Elected,6430,14190
2011,東區,C06,阿公岩,杜本文,,其他,1692,44.06,Elected,12133,21094
2011,東區,C07,杏花邨,何毅淦,香港工會聯合會,建,2577,55.21,Elected,10116,19181
2011,東區,C08,翠灣,關瑞龍,民主建港協進聯盟,建,2336,54.06,Elected,8651,13420
2011,東區,C09,欣藍,黃健興,,建,3620,86.52,Elected,8674,16853
2011,東區,C10,小西灣,陳靄群,香港工會聯合會/民主建港協進聯盟,建,,,Uncontested,9054,13760
2011,東區,C11,景怡,梁國鴻,民主建港協進聯盟/香港工會聯合會,建,2140,40.47,Elected,11062,17027
2011,東區,C12,環翠,龔栢祥,民主建港協進聯盟,建,,,Uncontested,9159,15135
2011,東區,C13,翡翠,黎志強,公民黨,泛,2309,63.89,Elected,9491,15538
2011,東區,C14,柏架山,黃建彬,民主建港協進聯盟,建,,,Uncontested,7645,13823
2011,東區,C15,寶馬山,邵家輝,自由黨,建,,,Uncontested,7054,15841
2011,東區,C16,天后,李文龍,,建,1995,63.66,Elected,7829,14375
2011,東區,C17,炮台山,羅榮焜,,建,,,Uncontested,8803,16780
2011,東區,C18,維園,周潔冰,,建,,,Uncontested,6802,15191
2011,東區,C19,城市花園,許清安,,建,2160,66.89,Elected,8261,15268
2011,東區,C20,和富,郭偉强,香港工會聯合會/民主建港協進聯盟,建,,,Uncontested,10234,20029
2011,東區,C21,堡壘,洪連杉,民主建港協進聯盟,建,,,Uncontested,7463,14996
2011,東區,C22,錦屏,蔡素玉,民主建港協進聯盟,建,,,Uncontested,9285,16647
2011,東區,C23,丹拿,李汝大,,建,1750,66.11,Elected,8160,15571
2011,東區,C24,健康村,鄭志成,民主建港協進聯盟,建,,,Uncontested,8513,15611
2011,東區,C25,鰂魚涌,丁江浩,民主建港協進聯盟,建,,,Uncontested,7174,15200
2011,東區,C26,南豐,梁淑楨,民主黨,泛,1841,51.11,Elected,8246,13727
2011,東區,C27,康怡,陳啟遠,公民黨,泛,2050,51.4,Elected,7704,14715
2011,東區,C28,康山,梁兆新,公民黨,泛,1350,42.56,Elected,7555,14107
2011,東區,C29,興東,許林慶,,建,1775,35.53,Elected,12361,19288
2011,東區,C30,西灣河,江澤濠,,建,1826,54.1,Elected,8707,19454
2011,東區,C31,下耀東,許嘉灝,民主建港協進聯盟,建,1370,52.77,Elected,8128,17022
2011,東區,C32,上耀東,趙資強,民主建港協進聯盟/香港工會聯合會,建,,,Uncontested,8228,13283
2011,東區,C33,興民,劉慶揚,民主建港協進聯盟,建,2539,72.54,Elected,8742,14908
2011,東區,C34,樂康,李進秋,,建,1916,49.64,Elected,7889,13403
2011,東區,C35,翠德,李鎮強,自由黨,建,1355,54.27,Elected,6864,13340
2011,東區,C36,漁灣,鍾樹根,民主建港協進聯盟,建,,,Uncontested,8428,15243
2011,東區,C37,佳曉,林翠蓮,,建,1925,55.44,Elected,9050,13749
1999,沙田,R01,沙田市中心,江活潮,民建聯,建,1532,63.52,Elected,7980,19006
1999,沙田,R02,瀝源,簡松年,,其他,,,Uncontested,7694,17705
1999,沙田,R03,禾輋邨,李躍輝,,建,2282,52.23,Elected,12140,23004
1999,沙田,R04,第一城,周嘉強,,其他,1858,65.19,Elected,8731,15751
1999,沙田,R05,愉城,劉帶生,民主黨,泛,1262,55.4,Elected,8034,18961
1999,沙田,R06,王屋,梁志偉,自由黨,建,1256,50.48,Elected,7855,20982
1999,沙田,R07,沙角,楊倩紅,公民力量,建,2016,58.28,Elected,10239,19494
1999,沙田,R08,博康,陳國添,公民力量,建,3794,79.04,Elected,11496,21785
1999,沙田,R09,乙明,林康華,公民力量,建,,,Uncontested,7742,14803
1999,沙田,R10,秦金,劉江華,民建聯/公民力量,建,,,Uncontested,5936,13037
1999,沙田,R11,新翠,李錦明,公民力量,建,2020,65.63,Elected,8251,15157
1999,沙田,R12,大圍,梁永雄,民主黨,泛,1658,56.94,Elected,8167,17370
1999,沙田,R13,美城,袁貴才,民建聯,建,1247,61.58,Elected,6563,13450
1999,沙田,R14,下城門,鄧永昌,公民力量,建,1330,74.34,Elected,4996,12893
1999,沙田,R15,穗禾,彭長緯,民建聯,建,,,Uncontested,7846,15795
1999,沙田,R16,火炭,廖韻兒,公民力量,建,753,50.47,Elected,5708,15443
1999,沙田,R17,駿馬,張瑞鋒,民建聯,建,573,52.91,Elected,3300,16769
1999,沙田,R18,恒濤,楊祥利,民建聯,建,1793,57.27,Elected,9079,21389
1999,沙田,R19,錦豐,陳克勤,民建聯,建,1875,53.06,Elected,7605,18394
1999,沙田,R20,新港城,李子榮,,建,888,41.05,Elected,7198,21102
1999,沙田,R21,利安,蔡亞仲,公民力量,建,2080,72.98,Elected,7364,19249
1999,沙田,R22,富寶,羅光強,,建,1857,62.76,Elected,7624,15419
1999,沙田,R23,錦英,黃國雄,前綫,泛,1392,49.86,Elected,6876,16088
1999,沙田,R24,耀安,黃戊娣,民建聯,建,2551,70.49,Elected,7535,19102
1999,沙田,R25,恒安,鄭則文,前綫,泛,1418,51.6,Elected,7626,17275
1999,沙田,R26,大水坑,何秀武,港進聯,建,2351,71.24,Elected,7652,15349
1999,沙田,R27,碧湖,梁國顯,港進聯,建,1030,60.13,Elected,4774,12845
1999,沙田,R28,廣康,鄭楚光,民建聯,建,1320,51.5,Elected,5948,13790
1999,沙田,R29,廣源,易順娥,,泛,984,37.2,Elected,6861,17745
1999,沙田,R30,曾大屋,梁志堅,公民力量,建,,,Uncontested,6317,14464
1999,沙田,R31,新田圍,程張迎,民主黨,泛,1950,60.26,Elected,7505,14491
1999,沙田,R32,徑口,韋國洪,公民力量,建,2210,71.11,Elected,9231,19615
1999,沙田,R33,顯嘉,莫偉雄,前綫,泛,1735,44.22,Elected,7722,16764
1999,沙田,R34,美田,何厚祥,公民力量,建,,,Uncontested,8777,20305
1999,沙田,R35,田心,蔡根培,港進聯,建,,,Uncontested,9277,19134
1999,沙田,R36,翠田,黃澤標,公民力量,建,1963,75.21,Elected,8889,17797
2003,沙田,R01,沙田市中心,衞慶祥,－,其他,1652,54.34,Elected,7558,18386
2003,沙田,R02,瀝源,簡松年,－,建,,,Uncontested,7054,17433
2003,沙田,R03,禾輋邨,李躍輝,－,建,2637,50.24,Elected,12207,21783
2003,沙田,R04,第一城,周嘉強,－,泛,2308,64.83,Elected,7539,16457
2003,沙田,R05,愉城,劉帶生,民主黨,泛,1635,53.77,Elected,7792,16199
2003,沙田,R06,王屋,梁志偉,自由黨,建,1956,57.58,Elected,7437,18441
2003,沙田,R07,沙角,楊倩紅,公民力量,建,,,Uncontested,9654,18852
2003,沙田,R08,博康,陳國添,公民力量,建,,,Uncontested,11578,20128
2003,沙田,R09,乙明,林康華,公民力量,建,,,Uncontested,7279,14072
2003,沙田,R10,秦豐,梁志堅,公民力量,建,,,Uncontested,9433,18331
2003,沙田,R11,新田圍,程張迎,民主黨,泛,2911,82.89,Elected,9213,19636
2003,沙田,R12,翠田,黃澤標,公民力量,建,,,Uncontested,8870,17898
2003,沙田,R13,顯嘉,莫偉雄,－,泛,2548,60.62,Elected,8417,15511
2003,沙田,R14,美田,何厚祥,公民力量,建,,,Uncontested,8446,17299
2003,沙田,R15,徑口,韋國洪,公民力量,建,2206,72.78,Elected,9641,20468
2003,沙田,R16,田心,潘國山,公民力量,建,1804,57.2,Elected,8808,18150
2003,沙田,R17,新翠,李錦明,公民力量,建,,,Uncontested,7916,14187
2003,沙田,R18,大圍,梁永雄,民主黨,泛,2813,63.56,Elected,9244,18491
2003,沙田,R19,松城,鄧永昌,公民力量,建,,,Uncontested,10209,20444
2003,沙田,R20,穗禾,彭長緯,民建聯,建,2048,60.47,Elected,7340,13942
2003,沙田,R21,火炭,蔡耀昌,職工盟,泛,1280,66.29,Elected,5940,14152
2003,沙田,R22,駿馬,蕭顯航,－,其他,877,48.05,Elected,3483,15477
2003,沙田,R23,頌安,方鎮邦,民主黨,泛,1946,50.09,Elected,7198,21034
2003,沙田,R24,錦濤,何淑萍,民主黨,泛,2163,52.91,Elected,7759,15295
2003,沙田,R25,新港城,李子榮,－,建,1620,46.3,Elected,8455,21470
2003,沙田,R26,利安,蔡亞仲,公民力量,建,1946,62.05,Elected,6655,19381
2003,沙田,R27,富龍,羅光強,公民力量,建,3007,56.92,Elected,10864,19082
2003,沙田,R28,錦英,黃國雄,－,其他,3441,76.62,Elected,9209,19388
2003,沙田,R29,耀安,丁士元,前綫,泛,2172,52.24,Elected,8685,18627
2003,沙田,R30,恒安,鄭則文,前綫,泛,3758,75.42,Elected,12098,22443
2003,沙田,R31,鞍泰,李立航,民主黨,泛,2108,52.18,Elected,8564,17881
2003,沙田,R32,大水坑,何秀武,港進聯,建,1955,65.34,Elected,7531,14112
2003,沙田,R33,愉欣,姚嘉俊,公民力量,建,1136,55.04,Elected,4333,14910
2003,沙田,R34,碧湖,劉偉倫,民主黨,泛,1215,36.37,Elected,5803,16462
2003,沙田,R35,廣康,鄭楚光,民建聯,建,1597,56.37,Elected,6248,13352
2003,沙田,R36,廣源,陳敏娟,公民力量,建,1719,51.98,Elected,7296,17388
2007,沙田,R01,沙田市中心,衞慶祥,泛民聯盟,泛,1595,50,Elected,9322,20317
2007,沙田,R02,瀝源,簡松年,－,建,1604,64.19,Elected,6768,13825
2007,沙田,R03,禾輋邨,余倩雯,民建聯,建,2264,50.4,Elected,12014,20150
2007,沙田,R04,第一城,黃嘉榮,－,其他,2235,62.5,Elected,8136,13707
2007,沙田,R05,愉城,梁家輝,公民力量,建,1760,57.29,Elected,8202,17358
2007,沙田,R06,王屋,梁志偉,自由黨,建,1472,44.06,Elected,7954,18070
2007,沙田,R07,沙角,楊倩紅,公民力量,建,,,Uncontested,9610,17206
2007,沙田,R08,博康,陳國添,公民力量,建,3156,69.06,Elected,11566,19302
2007,沙田,R09,乙明,林康華,公民力量,建,2171,70.6,Elected,7438,13343
2007,沙田,R10,秦豐,梁志堅,公民力量,建,,,Uncontested,9247,16846
2007,沙田,R11,新田圍,程張迎,民主黨,泛,2258,67.1,Elected,9095,18144
2007,沙田,R12,翠田,黃澤標,公民力量,建,1649,62.23,Elected,8980,16031
2007,沙田,R13,顯嘉,林松茵,公民力量,建,2080,50.38,Elected,8924,15009
2007,沙田,R14,下城門,何厚祥,公民力量,建,1864,71.39,Elected,9797,19358
2007,沙田,R15,徑口,韋國洪,公民力量,建,2058,69.6,Elected,10606,21109
2007,沙田,R16,田心,潘國山,公民力量,建,,,Uncontested,8989,16621
2007,沙田,R17,新翠,李錦明,公民力量,建,1587,59.37,Elected,7595,13778
2007,沙田,R18,大圍,袁貴才,民建聯,建,2851,50.36,Elected,12300,21468
2007,沙田,R19,松田,鄧永昌,公民力量,建,1646,59.62,Elected,7322,19677
2007,沙田,R20,穗禾,彭長緯,民建聯,建,2128,59.61,Elected,7644,13678
2007,沙田,R21,火炭,龐愛蘭,－,建,1346,49.21,Elected,6825,15158
2007,沙田,R22,駿馬,蕭顯航,－,其他,1282,71.86,Elected,4242,16107
2007,沙田,R23,頌安,葛珮帆,民建聯,建,2379,55.3,Elected,9387,20653
2007,沙田,R24,錦濤,楊文銳,民建聯,建,2030,54.38,Elected,8369,14815
2007,沙田,R25,新港城,李子榮,－,建,1614,54.99,Elected,9824,20459
2007,沙田,R26,利安,蔡亞仲,－,建,1922,58.62,Elected,8671,18346
2007,沙田,R27,富龍,羅光強,公民力量,建,3480,79.96,Elected,10989,18653
2007,沙田,R28,錦英,湯寶珍,－,建,2163,57.91,Elected,9479,18426
2007,沙田,R29,耀安,黃戊娣,民建聯,建,2533,55.34,Elected,10304,18201
2007,沙田,R30,恒安,鄭則文,前線,泛,3084,66.07,Elected,12948,21764
2007,沙田,R31,鞍泰,楊祥利,民建聯,建,2508,56.95,Elected,10719,20518
2007,沙田,R32,大水坑,容溟舟,民主黨,泛,2177,58.82,Elected,7811,13571
2007,沙田,R33,愉欣,姚嘉俊,公民力量,建,2188,77.04,Elected,6714,13271
2007,沙田,R34,碧湖,劉偉倫,民主黨,泛,1877,58.73,Elected,7121,15815
2007,沙田,R35,廣康,鄭楚光,民建聯,建,1633,52.97,Elected,6742,13164
2007,沙田,R36,廣源,陳敏娟,公民力量,建,,,Uncontested,7975,16641
2011,沙田,R01,沙田市中心,衞慶祥,民主動力,泛,1978,55.13,Elected,9420,21347
2011,沙田,R02,瀝源,黃宇翰,公民力量,建,1382,57.44,Elected,6786,13050
2011,沙田,R03,禾輋邨,余倩雯,民主建港協進聯盟,建,,,Uncontested,12597,18586
2011,沙田,R04,第一城,黃嘉榮,,建,3060,65.06,Elected,8347,15855
2011,沙田,R05,愉城,梁家輝,公民力量,建,2455,66.14,Elected,7987,15197
2011,沙田,R06,王屋,梁志偉,自由黨,建,,,Uncontested,7765,17960
2011,沙田,R07,沙角,楊倩紅,公民力量,建,2425,73.28,Elected,9618,15057
2011,沙田,R08,博康,陳國添,公民力量,建,2781,63.16,Elected,11860,17186
2011,沙田,R09,乙明,丘文俊,新民主同盟,泛,2296,52.52,Elected,8633,14742
2011,沙田,R10,秦豐,陳諾恒,民主黨,泛,2285,59.29,Elected,8345,13630
2011,沙田,R11,新田圍,程張迎,民主黨,泛,2317,62.64,Elected,9149,17281
2011,沙田,R12,翠田,黃澤標,公民力量,建,1723,58.87,Elected,8927,15817
2011,沙田,R13,顯嘉,林松茵,公民力量,建,2612,57.75,Elected,9336,13639
2011,沙田,R14,下城門,何厚祥,公民力量,建,,,Uncontested,8613,21544
2011,沙田,R15,徑口,吳錦雄,民主黨,泛,1873,48.56,Elected,11634,19896
2011,沙田,R16,田心,劉江華,民主建港協進聯盟/公民力量,建,1612,70.95,Elected,9100,15651
2011,沙田,R17,翠嘉,李錦明,公民力量,建,1801,53.38,Elected,10162,16077
2011,沙田,R18,大圍,董健莉,民主建港協進聯盟,建,3302,52.32,Elected,13086,20986
2011,沙田,R19,松田,鄧永昌,公民力量,建,1636,57.57,Elected,9354,19651
2011,沙田,R20,穗禾,彭長緯,民主建港協進聯盟,建,1950,61.98,Elected,7550,13956
2011,沙田,R21,火炭,龐愛蘭,,建,1640,65.76,Elected,7008,16982
2011,沙田,R22,駿馬,蕭顯航,,其他,,,Uncontested,5448,13972
2011,沙田,R23,頌安,葛珮帆,民主建港協進聯盟,建,2445,57.37,Elected,11067,21288
2011,沙田,R24,錦濤,楊文銳,民主建港協進聯盟,建,2104,49.31,Elected,10997,19257
2011,沙田,R25,馬鞍山市中心,李子榮,,建,2180,59.27,Elected,9864,21400
2011,沙田,R26,利安,麥潤培,民主黨,泛,2680,52.21,Elected,10637,21309
2011,沙田,R27,富龍,羅光強,公民力量,建,,,Uncontested,11871,19323
2011,沙田,R28,錦英,湯寶珍,,建,3134,73.36,Elected,9909,19443
2011,沙田,R29,耀安,李世榮,民主建港協進聯盟,建,3039,60.48,Elected,11245,17127
2011,沙田,R30,恒安,鄭則文,民主黨,泛,3573,63.43,Elected,15436,20992
2011,沙田,R31,鞍泰,楊祥利,民主建港協進聯盟,建,2417,54.41,Elected,10326,20562
2011,沙田,R32,大水坑,容溟舟,新民主同盟,泛,2044,48.63,Elected,8447,18338
2011,沙田,R33,愉欣,姚嘉俊,公民力量,建,2737,74.56,Elected,8470,16541
2011,沙田,R34,碧湖,劉偉倫,,建,2186,44.46,Elected,9441,20526
2011,沙田,R35,廣康,鄭楚光,民主建港協進聯盟,建,1808,53.95,Elected,7188,12950
2011,沙田,R36,廣源,陳敏娟,公民力量,建,,,Uncontested,8976,14019
1999,油尖旺,E01,尖沙咀西,李景華,,其他,899,56.19,Elected,6872,17716
1999,油尖旺,E02,渡船角,葉國忠,民建聯,建,,,Uncontested,6372,15601
1999,油尖旺,E03,佐敦,劉志榮,民建聯,建,1142,64.19,Elected,5416,15960
1999,油尖旺,E04,油麻地,吳寶珊,民協,泛,,,Uncontested,7547,21063
1999,油尖旺,E05,富榮,涂謹申,民主黨,泛,1670,56.96,Elected,7944,14521
1999,油尖旺,E06,旺角西,秦飛鵬,一二三民主聯盟,泛,724,52.92,Elected,5345,15351
1999,油尖旺,E07,旺角中,黎自立,民主黨,泛,571,58.87,Elected,4908,16235
1999,油尖旺,E08,櫻桃,陳仲傑,,其他,1214,60.79,Elected,6230,16448
1999,油尖旺,E09,大角咀,陳國明,,其他,1178,53.86,Elected,7345,19888
1999,油尖旺,E10,詩歌舞,陳文佑,民主黨,泛,1022,52.04,Elected,6431,17213
1999,油尖旺,E11,大南,黃志明,,其他,1067,55.03,Elected,6748,17665
1999,油尖旺,E12,旺角北,葉樹安,民主黨,泛,870,54.79,Elected,6246,17190
1999,油尖旺,E13,旺角東,羅永祥,,建,1204,66.12,Elected,6853,18656
1999,油尖旺,E14,旺角南,仇振輝,,建,,,Uncontested,7334,20728
1999,油尖旺,E15,京士柏,梁偉權,,建,859,54.71,Elected,6576,20269
1999,油尖旺,E16,尖沙咀東,加利,,其他,,,Uncontested,7387,20012
2003,油尖旺,E01,尖沙咀西,陳健成,獨民派,泛,989,49.85,Elected,6203,17751
2003,油尖旺,E02,尖沙咀北,陳少棠,民建聯,建,1140,38.89,Elected,6348,14927
2003,油尖旺,E03,佐敦,劉志榮,民建聯,建,931,45.28,Elected,5265,13446
2003,油尖旺,E04,油麻地,吳寶珊,民協,泛,1582,55.05,Elected,6490,16760
2003,油尖旺,E05,富榮,涂謹申,民主黨,泛,2565,56.29,Elected,8767,17707
2003,油尖旺,E06,旺角西,許德亮,民協,泛,1104,48.32,Elected,6821,19441
2003,油尖旺,E07,富柏,黎自立,民主黨,泛,1455,53.37,Elected,4781,15201
2003,油尖旺,E08,櫻桃,林浩揚,民主黨,泛,1222,44.94,Elected,6078,18890
2003,油尖旺,E09,大角咀,秦寶山,民協,泛,896,37.63,Elected,5767,16249
2003,油尖旺,E10,詩歌舞,陳文佑,獨民派,泛,1240,52.32,Elected,5598,16571
2003,油尖旺,E11,大南,黃志明,－,其他,,,Uncontested,5718,14605
2003,油尖旺,E12,旺角北,葉樹安,民主黨,泛,1164,63.57,Elected,5657,16195
2003,油尖旺,E13,旺角東,羅永祥,－,建,,,Uncontested,6077,15046
2003,油尖旺,E14,旺角南,仇振輝,－,建,1044,58.03,Elected,5600,14583
2003,油尖旺,E15,京士柏,梁偉權,－,建,992,54.15,Elected,5322,14354
2003,油尖旺,E16,尖沙咀東,王振雄,－,建,1094,53.52,Elected,6988,18503
2007,油尖旺,E01,尖沙咀西,孔昭華,民建聯,建,586,47.64,Elected,4528,21383
2007,油尖旺,E02,佐敦西,陳少棠,民建聯,建,2144,69.39,Elected,9050,19871
2007,油尖旺,E03,佐敦東,劉志榮,民建聯,建,1115,49.16,Elected,7861,21421
2007,油尖旺,E04,油麻地,楊子熙,民建聯,建,1882,57.62,Elected,7448,19840
2007,油尖旺,E05,富榮,鍾港武,民建聯,建,2851,66.13,Elected,9191,17351
2007,油尖旺,E06,旺角西,許德亮,－,其他,2077,94.11,Elected,7194,21587
2007,油尖旺,E07,富柏,陳偉強,－,建,1768,59.17,Elected,7180,16730
2007,油尖旺,E08,櫻桃,林浩揚,民主黨,泛,1434,56.84,Elected,7040,20853
2007,油尖旺,E09,大角咀南,蔡少峰,民建聯／工聯會,建,1294,51.47,Elected,6820,18244
2007,油尖旺,E10,大角咀北,陳文佑,泛民聯盟,泛,1296,57.37,Elected,5860,19876
