年份_Year,大區_District,選區編號_Constituency_code,選區名_Constituency_name_chi,該選區當選人_Candidate_name_chi,政治聯繫_Political_affiliation,所屬派別_Political_camp,獲票數_Count_of_votes,得票率_Percentage_of_votes_obtained(%),票選或自動當選_Elected_or_uncontested,該選區登記選民數_Count_of_registered_voter,該選區居民數_Count_of_resident
2003,北區,N14,沙打,温和輝,民建聯,建,,,Uncontested,7035,14439
2003,北區,N15,天平東,余智成,民主黨,泛,1538,63.16,Elected,6304,14105
2003,北區,N16,皇后山,王金生,－,建,1853,44.39,Elected,8078,21251
2007,北區,N01,聯和墟,羅世恩,民主黨,泛,1643,48.25,Elected,9349,21229
2007,北區,N02,粉嶺市,葉美好,－,其他,1334,58.36,Elected,8365,21484
2007,北區,N03,祥華,葉曜丞,－,建,2526,52.5,Elected,11158,19633
2007,北區,N04,華都,潘忠賢,民主黨,泛,2547,59.07,Elected,9440,19339
2007,北區,N05,華明,賴心,民建聯,建,1882,47.48,Elected,9738,19161
2007,北區,N06,欣盛,劉國勳,民建聯,建,4159,76.44,Elected,10741,20528
2007,北區,N07,盛福,温和達,民建聯,建,2801,58.03,Elected,10271,19962
2007,北區,N08,上水鄉郊,侯金林,民建聯,建,2061,83.1,Elected,7713,21382
2007,北區,N09,御太,藍偉良,民建聯,建,1296,54.71,Elected,5313,18413
2007,北區,N10,彩園,蘇西智,民建聯,建,2309,52.26,Elected,11718,20920
2007,北區,N11,石湖墟,黃成智,民主黨,泛,1534,46.87,Elected,9265,20274
2007,北區,N12,天平西,黃宏滔,民建聯,建,1614,60.22,Elected,7454,13155
2007,北區,N13,鳳翠,廖國華,－,建,1355,46.44,Elected,6926,16122
2007,北區,N14,沙打,温和輝,民建聯,建,2439,89.8,Elected,7870,15044
2007,北區,N15,天平東,余智成,民主黨,泛,813,32.88,Elected,7654,15792
2007,北區,N16,皇后山,鄧根年,民建聯,建,2088,50.88,Elected,9542,20821
2011,北區,N01,聯和墟,羅世恩,民主黨,泛,2159,57.48,Elected,9938,20640
2011,北區,N02,粉嶺市,彭振聲,民主建港協進聯盟,建,1365,34.81,Elected,8782,20263
2011,北區,N03,祥華,葉曜丞,,建,2508,50.64,Elected,11704,17929
2011,北區,N04,華都,姚銘,民主建港協進聯盟,建,3062,58.46,Elected,10465,19077
2011,北區,N05,華明,賴心,民主建港協進聯盟,建,2219,57.21,Elected,11311,17746
2011,北區,N06,欣盛,劉國勳,民主建港協進聯盟/新界社團聯會,建,4791,81.72,Elected,12476,21372
2011,北區,N07,盛福,溫和達,民主建港協進聯盟,建,2885,61.87,Elected,11440,18787
2011,北區,N08,上水鄉郊,侯金林,民主建港協進聯盟,建,2293,49.82,Elected,8953,21385
2011,北區,N09,清河,藍偉良,民主建港協進聯盟,建,2625,74.68,Elected,7271,20365
2011,北區,N10,御太,曾勁聰,香港工會聯合會/民主建港協進聯盟,建,1447,67.43,Elected,5254,13027
2011,北區,N11,彩園,蘇西智,民主建港協進聯盟,建,2773,57.26,Elected,11920,18724
2011,北區,N12,石湖墟,王潤強,民主建港協進聯盟,建,1564,41.32,Elected,9523,20344
2011,北區,N13,天平西,黃宏滔,民主建港協進聯盟/香港工會聯合會,建,1896,54.25,Elected,8867,13867
2011,北區,N14,鳳翠,廖國華,,建,1540,43.11,Elected,7519,14697
2011,北區,N15,沙打,溫和輝,民主建港協進聯盟,建,2694,59.72,Elected,8771,16327
2011,北區,N16,天平東,柯倩儀,民主建港協進聯盟,建,1241,34.81,Elected,10129,18849
2011,北區,N17,皇后山,鄧根年,民主建港協進聯盟,建,2106,52.94,Elected,8413,19533
1999,南區,D01,香港仔,黃文傑,自由黨,建,,,Uncontested,6170,13537
1999,南區,D02,鴨脷洲邨,林玉珍,,建,2306,58.26,Elected,9914,17320
1999,南區,D03,鴨脷洲北,黃敬祥,,其他,,,Uncontested,7449,18448
1999,南區,D04,利東一,朱俊賢,,其他,,,Uncontested,7177,14893
1999,南區,D05,利東二,黃志毅,,其他,,,Uncontested,7258,14031
1999,南區,D06,海怡東,林啟暉,,建,950,55.46,Elected,4323,13488
1999,南區,D07,海怡西,蘇悲鴻,,其他,,,Uncontested,5728,13942
1999,南區,D08,華貴,洪天理,,其他,2204,45.95,Elected,10733,19764
1999,南區,D09,華富一,黃琼芳,民主黨,泛,1438,51.41,Elected,8904,15504
1999,南區,D10,華富二,黃震遐,民主黨,泛,1618,61.15,Elected,9294,17844
1999,南區,D11,薄扶林,高譚根,,建,,,Uncontested,4744,17833
1999,南區,D12,置富,朱慶虹,,建,1885,69.33,Elected,9031,14992
1999,南區,D13,田灣,苗華振,民建聯,建,,,Uncontested,8159,19445
1999,南區,D14,香漁,陳思誦,民建聯,建,1067,36.48,Elected,8103,16188
1999,南區,D15,海灣,楊孝華,自由黨,建,507,50.65,Elected,3345,18945
1999,南區,D16,黃竹坑,陳若瑟,,其他,,,Uncontested,12648,21349
1999,南區,D17,赤柱及石澳,李佩英,,建,1093,47.5,Elected,4891,20337
2003,南區,D01,香港仔,黃文傑,－,建,1353,55.7,Elected,6453,14549
2003,南區,D02,鴨脷洲邨,林玉珍,－,建,,,Uncontested,9499,15297
2003,南區,D03,鴨脷洲北,黃敬祥,－,其他,2526,87.47,Elected,6545,15383
2003,南區,D04,利東一,朱晉賢,－,其他,,,Uncontested,8452,13234
2003,南區,D05,利東二,黃志毅,－,其他,,,Uncontested,7239,15040
2003,南區,D06,海怡東,林啟暉,－,建,1613,58.19,Elected,5322,14615
2003,南區,D07,海怡西,羅錦洪,－,建,1174,42.15,Elected,6025,15700
2003,南區,D08,華貴,楊小壁,民主黨,泛,1763,31.87,Elected,10728,17098
2003,南區,D09,華富一,歐立成,－,建,1903,55.35,Elected,8478,14759
2003,南區,D10,華富二,柴文瀚,民主黨,泛,2112,57.05,Elected,8790,16454
2003,南區,D11,薄扶林,高譚根,－,其他,,,Uncontested,4097,15416
2003,南區,D12,置富,朱慶虹,－,建,,,Uncontested,7880,15083
2003,南區,D13,田灣,苗華振,民建聯,建,2179,55.79,Elected,8807,18397
2003,南區,D14,香漁,石國強,自由黨,建,1475,37.17,Elected,8168,16360
2003,南區,D15,黃竹坑,馬月霞,－,建,,,Uncontested,11448,21312
2003,南區,D16,海灣,楊孝華,自由黨,建,1119,62.27,Elected,4742,21246
2003,南區,D17,赤柱及石澳,李佩英,－,建,1378,40.79,Elected,6755,24624
2007,南區,D01,香港仔,黃靈新,－,其他,2089,72.33,Elected,10257,20343
2007,南區,D02,鴨脷洲邨,林玉珍,－,建,3031,83.52,Elected,9342,13973
2007,南區,D03,鴨脷洲北,張錫容,－,建,1752,46.15,Elected,8349,16842
2007,南區,D04,利東一,張少強,－,其他,1535,57.34,Elected,8251,14060
2007,南區,D05,利東二,黃志毅,－,其他,1505,50.2,Elected,7115,13425
2007,南區,D06,海怡東,林啟暉,－,建,1687,56.1,Elected,6486,13968
2007,南區,D07,海怡西,馮煒光,民主黨,泛,1747,54.78,Elected,7069,14514
2007,南區,D08,華貴,麥謝巧玲,民建聯,建,2161,38.58,Elected,10843,16422
2007,南區,D09,華富一,歐立成,－,建,,,Uncontested,8484,14090
2007,南區,D10,華富二,柴文瀚,民主黨,泛,2450,69.8,Elected,9037,15841
2007,南區,D11,薄扶林,陳岳鵬,－,建,1067,62.99,Elected,4474,19967
2007,南區,D12,置富,朱慶虹,－,建,2598,64.23,Elected,8981,16151
2007,南區,D13,田灣,陳富明,－,建,,,Uncontested,9233,18450
2007,南區,D14,石漁,馬月霞,－,建,2576,60.65,Elected,7385,20922
2007,南區,D15,黃竹坑,徐遠華,民主黨,泛,2073,56.19,Elected,11695,16851
2007,南區,D16,海灣,馮仕耕,自由黨,建,448,60.22,Elected,2975,15008
2007,南區,D17,赤柱及石澳,李佩英,－,建,1677,49.79,Elected,7397,24216
2011,南區,D01,香港仔,黃靈新,,其他,,,Uncontested,10291,19630
2011,南區,D02,鴨脷洲邨,林玉珍,,建,,,Uncontested,9316,13210
2011,南區,D03,鴨脷洲北,張錫容,,建,1527,62.97,Elected,5834,15136
2011,南區,D04,利東一,區諾軒,民主黨,泛,2148,49.65,Elected,10049,15054
2011,南區,D05,利東二,羅健熙,民主黨,泛,2346,52.61,Elected,9297,12548
2011,南區,D06,海怡東,林啟暉,,建,2275,65.04,Elected,6871,15319
2011,南區,D07,海怡西,馮煒光,民主黨,泛,1906,46.88,Elected,7597,15088
2011,南區,D08,華貴,麥謝巧玲,民主建港協進聯盟,建,2611,50.54,Elected,11137,16079
2011,南區,D09,華富一,歐立成,,建,1723,56.6,Elected,8474,12473
2011,南區,D10,華富二,柴文瀚,民主黨,泛,2234,54.62,Elected,9346,14386
2011,南區,D11,薄扶林,司馬文,公民黨,泛,1445,63.49,Elected,5097,21476
2011,南區,D12,置富,朱慶虹,,建,,,Uncontested,9206,16764
2011,南區,D13,田灣,陳富明,,建,,,Uncontested,9623,17586
2011,南區,D14,石漁,朱立威,民主建港協進聯盟,建,3001,67.38,Elected,12018,19316
2011,南區,D15,黃竹坑,徐遠華,民主黨,泛,2344,56.36,Elected,8861,16589
2011,南區,D16,海灣,馮仕耕,自由黨,建,970,75.19,Elected,3226,16270
2011,南區,D17,赤柱及石澳,李佩英,,建,1689,50.77,Elected,7817,22258
1999,大埔,P01,大埔墟,李國英,民建聯,建,1285,65.63,Elected,6753,19148
1999,大埔,P02,大埔中,鄭家富,民主黨,泛,1357,48.36,Elected,8285,20373
1999,大埔,P03,頌汀,梁和平,,建,,,Uncontested,7279,18666
1999,大埔,P04,大元,鄭俊平,港進聯,建,1708,44.01,Elected,9732,19434
1999,大埔,P05,富亨,張榮輝,民主黨,泛,2426,64.04,Elected,7527,20643
1999,大埔,P06,怡富,陳平,,建,1448,50.58,Elected,9750,21088
1999,大埔,P07,富明,關永業,民主黨,泛,1367,46.03,Elected,8730,18254
1999,大埔,P08,廣福,王志強,港進聯,建,1798,64.51,Elected,7586,15096
1999,大埔,P09,宏福,黃耀梓,自由黨,建,1769,61.77,Elected,8200,15582
1999,大埔,P10,大埔滘,陳笑權,,建,597,70.07,Elected,2597,13416
1999,大埔,P11,運頭塘,李志成,民主黨,泛,1277,35.42,Elected,8737,21162
1999,大埔,P12,新富,胡錦輝,,泛,908,52.55,Elected,4953,13182
1999,大埔,P13,林村谷,鍾偉強,民建聯,建,,,Uncontested,5722,15441
1999,大埔,P14,寶雅,黃容根,民建聯,建,1886,57.03,Elected,8034,18730
1999,大埔,P15,太和,鄭俊和,,其他,,,Uncontested,8042,19815
1999,大埔,P16,舊墟及太湖,黃俊煒,民主黨,泛,1158,53.69,Elected,5980,15950
1999,大埔,P17,康樂園,文春輝,,建,786,63.9,Elected,3335,13756
1999,大埔,P18,船灣,陳美德,民建聯,建,827,57.99,Elected,3524,12883
1999,大埔,P19,西貢北,何大偉,,建,,,Uncontested,1560,6659
2003,大埔,P01,大埔墟,李國英,民建聯,建,1068,60.79,Elected,5736,15123
2003,大埔,P02,大埔中,鄭家富,民主黨,泛,2307,69.45,Elected,7653,17735
2003,大埔,P03,頌汀,黃天龍,民網絡,泛,1424,54.71,Elected,7184,16767
2003,大埔,P04,大元,鄭俊平,港進聯,建,2043,57.08,Elected,9344,18023
2003,大埔,P05,富亨,易健卿,民主黨,泛,1590,41.2,Elected,8366,19780
2003,大埔,P06,怡富,任啟邦,民主黨,泛,3176,62.23,Elected,10519,19929
2003,大埔,P07,富明新,關永業,民主黨,泛,3007,70.79,Elected,8385,16272
2003,大埔,P08,廣福,區鎮樺,前綫,泛,1716,50.69,Elected,7993,14341
2003,大埔,P09,宏福,黃碧嬌,民建聯,建,2062,50.88,Elected,8244,14411
2003,大埔,P10,大埔滘,陳笑權,－,建,,,Uncontested,4458,14236
2003,大埔,P11,運頭塘,李志成,民主黨,泛,2658,65.12,Elected,9365,19808
2003,大埔,P12,新富,羅舜泉,民主黨,泛,1899,62.3,Elected,6420,14948
2003,大埔,P13,林村谷,張國耀,－,其他,1854,56.58,Elected,6022,15890
2003,大埔,P14,寶雅,黃容根,民建聯,建,2054,48.87,Elected,8645,17327
2003,大埔,P15,太和,鄭俊和,港進聯,建,3080,62.12,Elected,9007,18568
2003,大埔,P16,舊墟及太湖,黃俊煒,民主黨,泛,2103,73.28,Elected,6085,15209
2003,大埔,P17,康樂園,文春輝,－,建,1171,68.48,Elected,3890,13264
2003,大埔,P18,船灣,盧三勝,－,建,1130,53.78,Elected,4269,15330
2003,大埔,P19,西貢北,何大偉,－,建,,,Uncontested,2678,9726
2007,大埔,P01,大埔墟,李國英,民建聯,建,1351,53.31,Elected,6113,16171
2007,大埔,P02,大埔中,鄭家富,民主黨,泛,1503,54.79,Elected,7093,14346
2007,大埔,P03,頌汀,譚榮勳,民建聯,建,1703,50.58,Elected,7932,16073
2007,大埔,P04,大元,鄭俊平,民建聯,建,1948,73.76,Elected,9318,16360
2007,大埔,P05,富亨,王秋北,民建聯,建,2053,47.12,Elected,9494,18621
2007,大埔,P06,怡富,任啟邦,民主黨,泛,2837,52.77,Elected,11217,17248
2007,大埔,P07,富明新,關永業,民主黨,泛,2215,54.4,Elected,8750,17514
2007,大埔,P08,廣福及寶湖,林泉,民建聯,建,2644,64.41,Elected,9394,14666
2007,大埔,P09,宏福,黃碧嬌,民建聯,建,2578,60.46,Elected,8614,14062
2007,大埔,P10,大埔滘,陳笑權,－,建,,,Uncontested,5839,13582
2007,大埔,P11,運頭塘,余智榮,－,建,1946,53.58,Elected,10054,18761
2007,大埔,P12,新富,羅舜泉,－,其他,2140,71.5,Elected,7872,16164
2007,大埔,P13,林村谷,陳灶良,－,建,1614,49.13,Elected,7478,18243
2007,大埔,P14,寶雅,黃容根,民建聯,建,2516,79.07,Elected,9436,16780
2007,大埔,P15,太和,鄭俊和,－,建,,,Uncontested,10104,17676
2007,大埔,P16,舊墟及太湖,黃俊煒,民主黨,泛,1444,55.77,Elected,6653,14618
2007,大埔,P17,康樂園,鄧友發,－,建,,,Uncontested,5095,14856
2007,大埔,P18,船灣,盧三勝,－,建,1223,56.86,Elected,5745,17434
2007,大埔,P19,西貢北,何大偉,－,建,1079,65.12,Elected,4391,10013
2011,大埔,P01,大埔墟,李國英,民主建港協進聯盟,建,1172,55.94,Elected,6270,15006
2011,大埔,P02,大埔中,區鎮樺,民主黨,泛,1271,44.93,Elected,7131,14196
2011,大埔,P03,頌汀,譚榮勳,民主建港協進聯盟,建,,,Uncontested,8457,15335
2011,大埔,P04,大元,鄭俊平,民主建港協進聯盟,建,1746,54.75,Elected,9622,14808
2011,大埔,P05,富亨,王秋北,民主建港協進聯盟,建,2020,49.62,Elected,11075,16532
2011,大埔,P06,怡富,任啟邦,新民主同盟,泛,3864,65.56,Elected,11848,16796
2011,大埔,P07,富明新,關永業,新民主同盟,泛,2780,64.94,Elected,9071,14371
2011,大埔,P08,廣福及寶湖,林泉,民主建港協進聯盟,建,,,Uncontested,9616,13674
2011,大埔,P09,宏福,黃碧嬌,民主建港協進聯盟,建,,,Uncontested,8957,13007
2011,大埔,P10,大埔滘,陳笑權,,建,,,Uncontested,6590,14219
2011,大埔,P11,運頭塘,余智榮,,建,2881,60.47,Elected,11242,17657
2011,大埔,P12,新富,羅舜泉,,建,2129,66.91,Elected,8506,15866
2011,大埔,P13,林村谷,陳灶良,,建,2953,61.89,Elected,9410,20933
2011,大埔,P14,寶雅,黃容根,民主建港協進聯盟,建,2417,65.34,Elected,10324,16030
2011,大埔,P15,太和,鄭俊和,,建,3236,80.36,Elected,10974,16972
2011,大埔,P16,舊墟及太湖,張國慧,民主建港協進聯盟,建,1696,51.77,Elected,6900,15185
2011,大埔,P17,康樂園,鄧友發,,建,,,Uncontested,6116,15173
2011,大埔,P18,船灣,劉志成,,建,1362,52.24,Elected,6829,17314
2011,大埔,P19,西貢北,何大偉,,建,1404,64.17,Elected,5444,12681
1999,屯門,L01,屯門市中心,歐志遠,,建,1354,66.08,Elected,7543,17914
1999,屯門,L02,兆置,林頌鎧,民主黨,泛,1388,68.78,Elected,6563,14586
1999,屯門,L03,兆麟,陳根錦,民主黨,泛,2188,70.44,Elected,8027,14821
1999,屯門,L04,安定,江鳳儀,民協,泛,1570,61.14,Elected,8250,16080
1999,屯門,L05,友愛南,蔣月蘭,民主黨,泛,,,Uncontested,8644,17541
1999,屯門,L06,友愛北,陳雲生,民建聯,建,,,Uncontested,8432,16909
1999,屯門,L07,翠興,朱耀華,,建,,,Uncontested,5411,13720
1999,屯門,L08,山景南,吳觀鴻,,其他,1544,56.27,Elected,7972,16404
1999,屯門,L09,山景北,吳蕙蘭,,其他,895,50.79,Elected,5794,14011
1999,屯門,L10,大興南,陳有海,民建聯,建,2043,60.48,Elected,7108,13510
1999,屯門,L11,興澤,徐帆,民建聯,建,2022,52.46,Elected,10164,21133
1999,屯門,L12,新墟,古漢強,,建,981,66.55,Elected,5546,14997
1999,屯門,L13,景峰,何杏梅,民主黨,泛,1448,67.85,Elected,5404,17538
1999,屯門,L14,恒順,楊佩雄,民主黨,泛,1251,72.35,Elected,5416,14418
1999,屯門,L15,三聖,蘇炤成,,其他,,,Uncontested,6863,20611
1999,屯門,L16,翠福,李桂芳,民主黨,泛,1125,50.9,Elected,8522,20107
1999,屯門,L17,兆新,戴賢招,民協,泛,1830,67.73,Elected,7895,16525
1999,屯門,L18,悅湖,官東榮,民協,泛,1405,61.49,Elected,5618,14075
1999,屯門,L19,兆禧,嚴天生,民協,泛,1518,76.98,Elected,6592,16221
1999,屯門,L20,湖景,梁健文,民建聯,建,2458,75.17,Elected,9786,18357
1999,屯門,L21,蝴蝶,蘇愛群,民建聯,建,,,Uncontested,7216,15381
1999,屯門,L22,樂翠,何俊仁,民主黨,泛,1255,58.43,Elected,6389,14240
1999,屯門,L23,龍門,龍瑞卿,民建聯,建,1421,67.22,Elected,4715,13635
1999,屯門,L24,新景,黃麗嫦,民主黨,泛,2930,75.05,Elected,9593,21107
1999,屯門,L25,屯門鄉郊,陶錫源,港進聯,建,,,Uncontested,6139,18628
1999,屯門,L26,良景,程志紅,一二三民主聯盟,泛,1656,59.23,Elected,6990,18610
1999,屯門,L27,田景,李洪森,民建聯,建,2635,75.98,Elected,9469,21357
1999,屯門,L28,建生,宋景輝,一二三民主聯盟,泛,2279,67.15,Elected,8249,18707
1999,屯門,L29,兆康,陳樹英,民主黨,泛,2249,74.2,Elected,8702,18446
2003,屯門,L01,屯門市中心,歐志遠,－,建,,,Uncontested,6872,17596
2003,屯門,L02,兆置,林頌鎧,民主黨,泛,2819,84.12,Elected,9564,20930
2003,屯門,L03,兆翠,盧民漢,民主黨,泛,2696,70.21,Elected,9911,17172
2003,屯門,L04,安定,江鳳儀,民協,泛,2914,69.2,Elected,10540,20282
2003,屯門,L05,友愛南,蔣月蘭,民主黨,泛,,,Uncontested,7536,16541
2003,屯門,L06,友愛北,陳雲生,民建聯,建,,,Uncontested,7199,15577
2003,屯門,L07,翠興,朱耀華,－,建,1987,69.21,Elected,6370,17209
2003,屯門,L08,山景,吳觀鴻,－,其他,2278,53.94,Elected,9907,21535
2003,屯門,L09,景興,陳有海,民建聯,建,2512,63.92,Elected,8668,19082
2003,屯門,L10,興澤,徐帆,民建聯,建,2814,63.84,Elected,9546,19486
2003,屯門,L11,新墟,古漢強,－,建,,,Uncontested,5723,16307
2003,屯門,L12,三聖,蘇炤成,－,建,1447,64.68,Elected,6143,21132
2003,屯門,L13,恆福,李桂芳,民主黨,泛,2023,72.17,Elected,7306,21481
2003,屯門,L14,兆新,戴賢招,民協,泛,3102,70.55,Elected,10613,21107
2003,屯門,L15,悅湖,官東榮,民協,泛,1855,54.05,Elected,6770,13439
2003,屯門,L16,兆禧,嚴天生,民協,泛,2014,79.57,Elected,6479,13576
2003,屯門,L17,湖景,梁健文,民建聯,建,,,Uncontested,8589,17276
2003,屯門,L18,蝴蝶,蘇愛群,民建聯,建,1508,60.61,Elected,6470,14411
2003,屯門,L19,樂翠,何俊仁,民主黨,泛,2187,81.3,Elected,6407,15047
2003,屯門,L20,龍門,龍瑞卿,民建聯,建,2045,54.94,Elected,9704,19420
2003,屯門,L21,新景,黃麗嫦,民主黨,泛,2621,75.95,Elected,8308,17590
2003,屯門,L22,良景,程志紅,－,建,1959,50.84,Elected,8121,16174
2003,屯門,L23,田景,李洪森,民建聯,建,2577,60.68,Elected,9652,19040
2003,屯門,L24,寶田,陳秀雲,民建聯,建,507,54.52,Elected,2780,22072
2003,屯門,L25,建生,陳文華,民建聯,建,2550,61.45,Elected,8475,18527
2003,屯門,L26,兆康,陳樹英,民主黨,泛,2543,72.87,Elected,8297,16752
2003,屯門,L27,景峰,何杏梅,民主黨,泛,2198,74.43,Elected,5661,15418
2003,屯門,L28,富泰,方麗雯,民主黨,泛,2178,51.96,Elected,7061,21466
2003,屯門,L29,屯門鄉郊,陶錫源,港進聯,建,,,Uncontested,6287,21510
2007,屯門,L01,屯門市中心,歐志遠,－,建,1093,55.45,Elected,7469,17245
2007,屯門,L02,兆置,林頌鎧,民主黨,泛,2690,71.22,Elected,10281,20902
2007,屯門,L03,兆翠,盧民漢,民主黨,泛,2226,65.61,Elected,10024,17188
2007,屯門,L04,安定,江鳳儀,民協,泛,2181,61.11,Elected,10350,18041
2007,屯門,L05,友愛南,蔣月蘭,民主黨,泛,1165,51.01,Elected,7146,14655
2007,屯門,L06,友愛北,陳雲生,民建聯,建,1886,67.31,Elected,8552,16541
2007,屯門,L07,翠興,朱耀華,－,其他,,,Uncontested,7899,16812
2007,屯門,L08,山景,吳觀鴻,－,其他,2252,62.31,Elected,10272,17412
2007,屯門,L09,景興,陳有海,民建聯,建,,,Uncontested,8366,17467
2007,屯門,L10,興澤,徐帆,民建聯,建,2668,74.67,Elected,9593,17090
2007,屯門,L11,新墟,古漢強,－,建,1398,67.44,Elected,6374,16534
2007,屯門,L12,三聖,蘇炤成,－,建,1389,60.6,Elected,7068,19851
2007,屯門,L13,恆福,李桂芳,－,泛,1695,51.36,Elected,8915,21383
2007,屯門,L14,富新,龍更新,－,其他,1248,48.3,Elected,7543,14365
2007,屯門,L15,悅湖,張恒輝,民建聯,建,1659,50.36,Elected,7224,13126
2007,屯門,L16,兆禧,嚴天生,民協,泛,1558,69.34,Elected,6762,13781
2007,屯門,L17,湖景,梁健文,民建聯,建,1776,77.42,Elected,8414,15078
2007,屯門,L18,蝴蝶,蘇愛群,民建聯,建,2097,53.92,Elected,10197,18590
2007,屯門,L19,樂翠,何俊仁,民主黨,泛,1606,61.18,Elected,6932,14053
2007,屯門,L20,龍門,龍瑞卿,民建聯,建,2396,70.14,Elected,10466,19446
2007,屯門,L21,新景,黃麗嫦,民主黨,泛,2185,64.72,Elected,8939,16591
2007,屯門,L22,良景,程志紅,－,建,1756,57.07,Elected,8762,15438
2007,屯門,L23,田景,李洪森,民建聯,建,2416,71.95,Elected,10287,18422
2007,屯門,L24,寶田,陳秀雲,民建聯,建,1099,57.06,Elected,5680,15762
2007,屯門,L25,建生,陳文華,民建聯,建,2587,67.32,Elected,9468,17747
2007,屯門,L26,兆康,陳樹英,民主黨,泛,1994,62.49,Elected,8479,17095
2007,屯門,L27,景峰,何杏梅,民主黨,泛,2031,70.69,Elected,7247,18414
2007,屯門,L28,富泰,陳文偉,民建聯,建,2925,56.92,Elected,9369,20137
2007,屯門,L29,屯門鄉郊,陶錫源,自由黨,建,1958,72.82,Elected,6388,19940
2011,屯門,L01,屯門市中心,歐志遠,,建,899,39.67,Elected,7427,17174
2011,屯門,L02,兆置,林頌鎧,民主黨,泛,2854,72.55,Elected,10612,20882
2011,屯門,L03,兆翠,盧民漢,民主黨,泛,2876,58.41,Elected,12139,21598
2011,屯門,L04,安定,江鳳儀,香港民主民生協進會,泛,2639,66.14,Elected,10620,16113
2011,屯門,L05,友愛南,曾憲康,民主建港協進聯盟,建,1967,57.13,Elected,8902,14341
2011,屯門,L06,友愛北,陳雲生,民主建港協進聯盟,建,1785,66.68,Elected,7849,14338
2011,屯門,L07,翠興,朱耀華,,建,1895,60.58,Elected,8028,17126
2011,屯門,L08,山景,吳觀鴻,,建,2373,72.81,Elected,10620,18418
2011,屯門,L09,景興,陳有海,民主建港協進聯盟/香港工會聯合會,建,,,Uncontested,8540,14755
2011,屯門,L10,興澤,徐帆,民主建港協進聯盟,建,2513,69.25,Elected,10041,16064
2011,屯門,L11,新墟,古漢強,,建,1323,64.54,Elected,6796,16857
2011,屯門,L12,三聖,蘇炤成,,建,1416,60.67,Elected,7536,19738
2011,屯門,L13,恆福,朱順雅,民主黨,泛,1447,40.32,Elected,7960,20091
2011,屯門,L14,富新,龍更新,,其他,1016,40.19,Elected,7854,14812
2011,屯門,L15,悅湖,張恒輝,民主建港協進聯盟,建,1904,53.05,Elected,7875,13971
2011,屯門,L16,兆禧,嚴天生,香港民主民生協進會,泛,1608,56.32,Elected,6778,13139
2011,屯門,L17,湖景,梁健文,民主建港協進聯盟,建,,,Uncontested,8674,14331
2011,屯門,L18,蝴蝶,蘇愛群,民主建港協進聯盟,建,1934,51.25,Elected,10154,17631
2011,屯門,L19,樂翠,何俊仁,民主黨,泛,1876,50.87,Elected,7144,14969
2011,屯門,L20,龍門,龍瑞卿,民主建港協進聯盟,建,2310,59.28,Elected,11047,19195
2011,屯門,L21,新景,黃麗嫦,民主黨,泛,2533,68.37,Elected,9416,15121
2011,屯門,L22,良景,程志紅,民主建港協進聯盟,建,2418,61.2,Elected,9938,14473
2011,屯門,L23,田景,李洪森,民主建港協進聯盟,建,2306,65.64,Elected,10966,17816
2011,屯門,L24,寶田,蘇嘉雯,,建,1971,56.15,Elected,8075,21235
2011,屯門,L25,建生,陳文華,民主建港協進聯盟,建,2882,71.21,Elected,9973,16318
2011,屯門,L26,兆康,陳樹英,民主黨,泛,2111,54.3,Elected,8427,17017
2011,屯門,L27,景峰,何杏梅,民主黨,泛,2732,72.68,Elected,8897,19573
2011,屯門,L28,富泰,陳文偉,民主建港協進聯盟,建,2771,52.54,Elected,11178,18203
2011,屯門,L29,屯門鄉郊,陶錫源,,建,,,Uncontested,7965,22958
1999,東區,C01,太古城西,羅友聖,,其他,,,Uncontested,8508,19094
1999,東區,C02,太古城東,曹漢光,民主黨,泛,1988,73.12,Elected,10562,20779
1999,東區,C03,鯉景灣,傅元章,,其他,1356,60.08,Elected,8743,17574
1999,東區,C04,筲箕灣,勞鍱珍,民建聯,建,,,Uncontested,5944,16305
1999,東區,C05,阿公岩,杜本文,,其他,1703,57.17,Elected,8849,16856
1999,東區,C06,杏花邨,陳添勝,民權黨,泛,2072,58.55,Elected,10218,20280
1999,東區,C07,翠灣,鄧禮明,民建聯,建,2054,60.34,Elected,7324,14412
1999,東區,C08,欣怡,梁雪冰,民主黨,泛,1481,59.86,Elected,7677,14679
1999,東區,C09,小西灣,陳靄群,民建聯,建,1824,66.4,Elected,7329,15604
1999,東區,C10,富景,陳耀德,民主黨,泛,1727,53.19,Elected,8582,16452
1999,東區,C11,環翠,龔栢祥,民建聯,建,2782,75.85,Elected,9075,17108
1999,東區,C12,翡翠,黎志強,民主黨,泛,1636,52.77,Elected,7482,14988
1999,東區,C13,柏架山,黃建彬,民建聯,建,1065,48.79,Elected,7468,18465
1999,東區,C14,寶馬山,陳炳煥,,其他,,,Uncontested,5848,16681
1999,東區,C15,天后,葉就生,,其他,1807,68.34,Elected,9293,16689
1999,東區,C16,炮台山,羅榮焜,,其他,897,44.92,Elected,8088,15680
1999,東區,C17,維園,周潔冰,,建,1383,69.05,Elected,7036,18655
1999,東區,C18,城市花園,許清安,,其他,995,42.09,Elected,7835,17089
1999,東區,C19,和富,王國興,民建聯,建,,,Uncontested,6831,15136
1999,東區,C20,堡壘,朱漢華,民建聯,建,,,Uncontested,7059,18854
