,ID,Year,District_code,District_name_chi,Constituency_code,Constituency_name,Candidate_name,Candidate_alias,Gender,Age,Occupation,Win_or_not,Uncontested_or_not,Political affiliation,Camp,Votes,Percentage_of_votes_obtained,得票率 估算
2015張德偉,2015F11張德偉,2015,F,深水埗,F11,幸福,張德偉,,男,28,社區幹事,,,民建聯,建,1898,,51.05515237
2015鄒穎恒,2015F11鄒穎恒,2015,F,深水埗,F11,幸福,鄒穎恒,,女,27,社區統籌主任,Y,,民協,泛,2137,,57.48412045
2015陳威雄,2015F12陳威雄,2015,F,深水埗,F12,荔枝角南,陳威雄,,男,,,,,民建聯,建,1191,,26.82389961
2015楊彧,2015F12楊彧,2015,F,深水埗,F12,荔枝角南,楊彧,,男,30,註冊社工,Y,,民協,泛,3477,,78.30957091
2015梅宇,2015F12梅宇,2015,F,深水埗,F12,荔枝角南,梅宇,,男,56,,,,,建,94,,2.117083597
2015黃達東,2015F13黃達東,2015,F,深水埗,F13,美孚南,黃達東,,男,46,公司董事,Y,,民建聯,建,2421,,56.30252984
2015王德全,2015F13王德全,2015,F,深水埗,F13,美孚南,王德全,,男,53,節目主持及監製,,,公民黨,泛,2193,,51.00018502
2015曾麗文,2015F13曾麗文,2015,F,深水埗,F13,美孚南,曾麗文,,女,47,家庭主婦,,,,泛,179,,4.1628058
2015伍月蘭,2015F14伍月蘭,2015,F,深水埗,F14,美孚中,伍月蘭,,女,52,教師,Y,,公民黨,泛,1803,,48.98265099
2015沈少雄,2015F14沈少雄,2015,F,深水埗,F14,美孚中,沈少雄,,男,50,公司董事,,,經民聯,建,1675,,45.50523594
2015陳松光,2015F14陳松光,2015,F,深水埗,F14,美孚中,陳松光,,男,50,藝體及演藝學校校長,,,,其他,241,,6.547320515
2015李俊晞,2015F15李俊晞,2015,F,深水埗,F15,美孚北,李俊晞,,男,23,立法會議員助理,,,公民黨,泛,1816,,44.86799901
2015張永森,2015F15張永森,2015,F,深水埗,F15,美孚北,張永森,,男,,律師,Y,,獨立,其他,2636,,65.1277783
2015李祺逢,2015F16李祺逢,2015,F,深水埗,F16,荔枝角中,李祺逢,,男,,全職區議員,,,經民聯,建,2229,,62.65849979
2015袁海文,2015F16袁海文,2015,F,深水埗,F16,荔枝角中,袁海文,,男,29,特許財經分析師,Y,,民主黨,泛,2353,,66.14421266
2015黃敬,2015F17黃敬,2015,F,深水埗,F17,荔枝角北,黃敬,黃敬博士,男,43,專業工程師,,,,建,877,,39.59791456
2015覃德誠,2015F17覃德誠,2015,F,深水埗,F17,荔枝角北,覃德誠,,男,40,全職區議員,Y,,民協,泛,1173,,52.96277512
2015胡世全,2015F17胡世全,2015,F,深水埗,F17,荔枝角北,胡世全,,男,55,,,,,建,64,,2.88969958
2015陳偉明,2015F18陳偉明,2015,F,深水埗,F18,元州及蘇屋,陳偉明,,男,47,全職區議員,Y,,民建聯,建,3491,,67.67372248
2015方智龍,2015F18方智龍,2015,F,深水埗,F18,元州及蘇屋,方智龍,,男,39,,,,熱血公民,其他,1160,,22.48682844
2015陳鏡秋,2015F19陳鏡秋,2015,F,深水埗,F19,李鄭屋,陳鏡秋,,男,,全職區議員,,,西九新動力,建,2124,,45.64835461
2015江貴生,2015F19江貴生,2015,F,深水埗,F19,李鄭屋,江貴生,,男,33,註冊社工,Y,,民協,泛,2335,,50.1831017
2015甄啟榮,2015F20甄啟榮,2015,F,深水埗,F20,下白田,甄啟榮,,男,,社團幹事,Y,,經民聯,建,2320,,60.42361066
2015鄧美晶,2015F20鄧美晶,2015,F,深水埗,F20,下白田,鄧美晶,,女,26,,,,社會主義行動,泛,1152,,30.00344805
2015李梓敬,2015F21李梓敬,2015,F,深水埗,F21,又一村,李梓敬,,男,31,電子零件公司執行董事,Y,,自由黨,建,2277,,76.79853
2015周嘉發,2015F21周嘉發,2015,F,深水埗,F21,又一村,周嘉發,,男,23,社區主任,,,社民連,泛,982,,33.12084166
2015譚國僑,2015F22譚國僑,2015,F,深水埗,F22,南山、大坑東及大坑西,譚國僑,,男,58,社會服務顧問,Y,,民協,泛,2563,,57.6265618
2015韋海英,2015F22韋海英,2015,F,深水埗,F22,南山、大坑東及大坑西,韋海英,,女,44,區議員,,,西九新動力,建,1991,,44.76569822
2015符偉樂,2015F22符偉樂,2015,F,深水埗,F22,南山、大坑東及大坑西,符偉樂,,男,52,社區中心幹事,,,,其他,54,,1.214137471
2015林偉文,2015F23林偉文,2015,F,深水埗,F23,龍坪及上白田,林偉文,,男,30,工料測量經理,,,工聯會,建,1678,,40.90530908
2015吳美,2015F23吳美,2015,F,深水埗,F23,龍坪及上白田,吳美,,女,39,全職區議員,Y,,民協,泛,2454,,59.82218623
2015鄭志康,2015F23鄭志康,2015,F,深水埗,F23,龍坪及上白田,鄭志康,,男,,電訊顧問,,,,其他,161,,3.924764459
2015莫嘉嫻,2015G01莫嘉嫻,2015,G,九龍城,G01,馬頭圍,莫嘉嫻,,女,43,區議會議員,,,民協,泛,2625,,53.74021672
2015邵天虹,2015G01邵天虹,2015,G,九龍城,G01,馬頭圍,邵天虹,,男,24,,Y,,民建聯,建,2670,,54.66147758
2015黎廣偉,2015G02黎廣偉,2015,G,九龍城,G02,馬坑涌,黎廣偉,,男,27,社區主任,Y,,民協,泛,1663,,44.16430929
2015黃潤昌,2015G02黃潤昌,2015,G,九龍城,G02,馬坑涌,黃潤昌,,男,33,民選區議員,,,工聯會,建,1618,,42.96924379
2015劉舒燕,2015G02劉舒燕,2015,G,九龍城,G02,馬坑涌,劉舒燕,,女,31,社區主任,,,,其他,148,,3.930437628
2015關浩洋,2015G03關浩洋,2015,G,九龍城,G03,馬頭角,關浩洋,,男,33,,Y,,民建聯,建,1790,,55.74950223
2015區咏豪,2015G03區咏豪,2015,G,九龍城,G03,馬頭角,區咏豪,,男,24,攝影師,,,香港關注會,其他,768,,23.9193395
2015楊永杰,2015G04楊永杰,2015,G,九龍城,G04,樂民,楊永杰,,男,33,區議員,Y,,,建,2310,,59.70954794
2015龐一鳴,2015G04龐一鳴,2015,G,九龍城,G04,樂民,龐一鳴,,男,42,教育工作者,,,,其他,1561,,40.34917937
2015黃永傑,2015G05黃永傑,2015,G,九龍城,G05,常樂,黃永傑,,男,33,社區主任,,,民協,泛,2332,,48.22742498
2015陸勁光,2015G05陸勁光,2015,G,九龍城,G05,常樂,陸勁光,,男,42,律師,Y,,民建聯,建,2776,,57.40966199
2015陳嘉玲,2015G05陳嘉玲,2015,G,九龍城,G05,常樂,陳嘉玲,,女,29,,,,,其他,209,,4.32226922
2015鄭利明,2015G06鄭利明,2015,G,九龍城,G06,何文田,鄭利明,,男,60,副教授,Y,,,建,2376,,52.16347806
2015陳麗君,2015G06陳麗君,2015,G,九龍城,G06,何文田,陳麗君,,女,,社區發展顧問,,,民主黨,泛,1852,,40.65941135
2015蕭亮聲,2015G07蕭亮聲,2015,G,九龍城,G07,嘉道理,蕭亮聲,,男,31,全職區議員,Y,,民協,泛,2378,,61.18226887
2015黃馳,2015G07黃馳,2015,G,九龍城,G07,嘉道理,黃馳,,男,33,,,,,建,1333,,34.29603213
2015劉學威,2015G07劉學威,2015,G,九龍城,G07,嘉道理,劉學威,,男,46,註冊社工,,,,其他,92,,2.367017972
2015丁健華,2015G08丁健華,2015,G,九龍城,G08,太子,丁健華,,男,47,教育機構總監,Y,Uncontested,獨立候選人,建,,,#VALUE!
2015何顯明,2015G09何顯明,2015,G,九龍城,G09,九龍塘,何顯明,,男,61,區議員,Y,Uncontested,自由黨,建,,,#VALUE!
2015王民聲,2015G10王民聲,2015,G,九龍城,G10,龍城,王民聲,,男,61,,,,,其他,395,,13.27911421
2015吳寶強,2015G10吳寶強,2015,G,九龍城,G10,龍城,吳寶強,,男,42,副統籌主任,Y,,民建聯,建,2021,,67.94199952
2015楊振宇,2015G11楊振宇,2015,G,九龍城,G11,宋皇臺,楊振宇,,男,33,區議員,Y,,民協,泛,2015,,56.64809696
2015鄭振華,2015G11鄭振華,2015,G,九龍城,G11,宋皇臺,鄭振華,,男,52,,,,工聯會,建,694,,19.51056044
2015葉志偉,2015G11葉志偉,2015,G,九龍城,G11,宋皇臺,葉志偉,,男,65,設計師,,,,建,502,,14.11282614
2015李庭豐,2015G12李庭豐,2015,G,九龍城,G12,啓德北,李庭豐,,男,33,社區主任,,,民協,泛,932,,30.07161691
2015梁婉婷,2015G12梁婉婷,2015,G,九龍城,G12,啓德北,梁婉婷,,女,28,,Y,,,建,2610,,84.21343362
2015林希婷,2015G12林希婷,2015,G,九龍城,G12,啓德北,林希婷,,女,47,,,,,其他,73,,2.355394887
2015陳寶玉,2015G12陳寶玉,2015,G,九龍城,G12,啓德北,陳寶玉,,女,39,,,,,其他,16,,0.5162509341
2015何華漢,2015G13何華漢,2015,G,九龍城,G13,啓德南,何華漢,,男,29,,Y,,,建,2199,,82.60886225
2015蘇綺雯,2015G13蘇綺雯,2015,G,九龍城,G13,啓德南,蘇綺雯,,女,26,立法會議員助理,,,民主黨,泛,763,,28.66328417
2015潘國華,2015G14潘國華,2015,G,九龍城,G14,海心,潘國華,,男,56,,Y,,民建聯,建,2478,,65.53703874
2015李家威,2015G14李家威,2015,G,九龍城,G14,海心,李家威,,男,24,地產代理/網台主持,,,香港關注會,其他,654,,17.2967003
2015李慧琼,2015G15李慧琼,2015,G,九龍城,G15,土瓜灣北,李慧琼,,女,41,議員/會計師,Y,,民建聯,建,1544,,59.47160404
2015沈泰鋒,2015G15沈泰鋒,2015,G,九龍城,G15,土瓜灣北,沈泰鋒,,男,23,,,,,泛,204,,7.857647166
2015林依麗,2015G15林依麗,2015,G,九龍城,G15,土瓜灣北,林依麗,,女,57,地產名譽顧問,,,香港關注會,其他,177,,6.817664453
2015林博,2015G16林博,2015,G,九龍城,G16,土瓜灣南,林博,,男,31,幹事,Y,,,建,1719,,59.56419385
2015莊麗玲,2015G16莊麗玲,2015,G,九龍城,G16,土瓜灣南,莊麗玲,,女,47,,,,民主黨,泛,1020,,35.34350071
2015余志榮,2015G17余志榮,2015,G,九龍城,G17,鶴園海逸,余志榮,,男,56,商人,Y,,,建,1607,,46.28043003
2015蕭婉嫦,2015G17蕭婉嫦,2015,G,九龍城,G17,鶴園海逸,蕭婉嫦,,女,,區議員,,,民建聯,建,1139,,32.80237076
2015楊繼昌,2015G17楊繼昌,2015,G,九龍城,G17,鶴園海逸,楊繼昌,,男,34,政策研究員,,,自護聯邦,泛,950,,27.35930836
2015梁美芬,2015G18梁美芬,2015,G,九龍城,G18,黃埔東,梁美芬,,女,55,大律師/法律副教授,Y,,西九新動力,建,2345,,52.78661557
2015游蕙禎,2015G18游蕙禎,2015,G,九龍城,G18,黃埔東,游蕙禎,,女,24,,,,青年新政,泛,2041,,45.94348928
2015羅錫明,2015G18羅錫明,2015,G,九龍城,G18,黃埔東,羅錫明,,男,60,創會執董/博導,,,,其他,596,,13.41612916
2015劉偉榮,2015G19劉偉榮,2015,G,九龍城,G19,黃埔西,劉偉榮,,男,64,全職區議員,,,,建,2075,,50.07380759
2015鄺葆賢,2015G19鄺葆賢,2015,G,九龍城,G19,黃埔西,鄺葆賢,,女,29,醫生,Y,,青年新政,泛,2114,,51.01495385
2015趙仕信,2015G20趙仕信,2015,G,九龍城,G20,紅磡灣,趙仕信,,男,25,社區幹事,,,工黨,泛,1740,,43.92543985
2015張仁康,2015G20張仁康,2015,G,九龍城,G20,紅磡灣,張仁康,,男,64,工程師,Y,,,建,1811,,45.71779975
2015馮競文,2015G20馮競文,2015,G,九龍城,G20,紅磡灣,馮競文,,女,67,,,,,泛,162,,4.089609917
2015李淦鏘,2015G20李淦鏘,2015,G,九龍城,G20,紅磡灣,李淦鏘,,男,26,,,,,其他,47,,1.186491766
2015任國棟,2015G21任國棟,2015,G,九龍城,G21,紅磡,任國棟,,男,40,全職區議員,,,民協,泛,1173,,45.0546994
2015林德成,2015G21林德成,2015,G,九龍城,G21,紅磡,林德成,,男,33,行政人員,Y,,民建聯,建,1544,,59.30473647
2015黃志強,2015G21黃志強,2015,G,九龍城,G21,紅磡,黃志強,,男,57,車行經理,,,,泛,31,,1.190703906
2015勞超傑,2015G22勞超傑,2015,G,九龍城,G22,家維,勞超傑,,男,40,律師,Y,Uncontested,,建,,,#VALUE!
2015吳奮金,2015G23吳奮金,2015,G,九龍城,G23,愛民,吳奮金,,男,45,區議員/高級助理統籌主任,Y,,民建聯,建,2806,,65.24523816
2015馬希鵬,2015G23馬希鵬,2015,G,九龍城,G23,愛民,馬希鵬,,男,23,議員助理,,,民主黨,泛,1547,,35.97091355
2015左滙雄,2015G24左滙雄,2015,G,九龍城,G24,愛俊,左滙雄,,男,36,區議員,Y,,,建,2772,,62.09219795
2015陳友昌,2015G24陳友昌,2015,G,九龍城,G24,愛俊,陳友昌,,男,55,,,,公民黨,泛,1842,,41.26039994
2015楊敏碩,2015H01楊敏碩,2015,H,黃大仙,H01,龍趣,楊敏碩,邦邦,男,39,慈善團體主席,,,獨立,建,241,,6.687717715
2015李東江,2015H01李東江,2015,H,黃大仙,H01,龍趣,李東江,,男,51,特許財務策劃師,Y,,獨立候選人,其他,2191,,60.79995649
2015曾卓權,2015H01曾卓權,2015,H,黃大仙,H01,龍趣,曾卓權,,男,53,旅遊業,,,獨立,其他,715,,19.84115422
2015李炎雄,2015H02李炎雄,2015,H,黃大仙,H02,龍下,李炎雄,,男,36,助理秘書長,,,,建,1446,,36.07171536
2015郭秀英,2015H02郭秀英,2015,H,黃大仙,H02,龍下,郭秀英,,女,55,全職區議員,Y,,獨立,其他,2552,,63.6618379
2015林文輝,2015H03林文輝,2015,H,黃大仙,H03,龍上,林文輝,,男,59,教師,Y,,工聯會,建,2798,,51.32669792
2015林偉基,2015H03林偉基,2015,H,黃大仙,H03,龍上,林偉基,,男,36,,,,民主黨,泛,1478,,27.11253021
2015周勵昌,2015H03周勵昌,2015,H,黃大仙,H03,龍上,周勵昌,,男,59,電業工程,,,獨立,建,204,,3.742189555
2015黃錦超,2015H04黃錦超,2015,H,黃大仙,H04,鳳凰,黃錦超,,男,66,公司董事,,,,建,1422,,48.06731858
2015陳炎光,2015H04陳炎光,2015,H,黃大仙,H04,鳳凰,陳炎光,,男,45,全職區議員,Y,,,其他,1675,,56.61938019
2015簡志豪,2015H05簡志豪,2015,H,黃大仙,H05,鳳德,簡志豪,,男,,行政員,Y,,民建聯,建,2766,,52.19635112
2015黃國強,2015H05黃國強,2015,H,黃大仙,H05,鳳德,黃國強,,男,57,升降機品質監控,,,獨立,其他,2168,,40.91167362
2015岳敬寬,2015H06岳敬寬,2015,H,黃大仙,H06,龍星,岳敬寬,,男,53,中藥店店長,,,獨立,其他,297,,5.343388259
2015譚香文,2015H06譚香文,2015,H,黃大仙,H06,龍星,譚香文,,女,58,會計師/區議員,Y,,前綫,泛,2974,,53.50584741
2015林作,2015H06林作,2015,H,黃大仙,H06,龍星,林作,,男,25,大律師,,,,建,2640,,47.49678452
2015何偉權,2015H06何偉權,2015,H,黃大仙,H06,龍星,何偉權,,男,23,文員,,,無黨派候選人,其他,111,,1.997023895
2015雷啟蓮,2015H07雷啟蓮,2015,H,黃大仙,H07,新蒲崗,雷啟蓮,,女,43,行政人員,Y,,獨立候選人,建,3026,,60.82200559
2015屈奇安,2015H07屈奇安,2015,H,黃大仙,H07,新蒲崗,屈奇安,,男,60,退休公務員,,,獨立候選人,建,1284,,25.80814778
2015李德康,2015H08李德康,2015,H,黃大仙,H08,東頭,李德康,,男,,全職區議員,Y,,民建聯,建,2710,,58.39556987
2015張百恒,2015H08張百恒,2015,H,黃大仙,H08,東頭,張百恒,,男,30,,,,獨立,其他,1448,,31.20176574
2015黃國恩,2015H09黃國恩,2015,H,黃大仙,H09,東美,黃國恩,,男,,律師,,,民建聯,建,1597,,34.81883522
2015施德來,2015H09施德來,2015,H,黃大仙,H09,東美,施德來,,男,33,註册社工,Y,,民協,泛,2894,,63.09687485
2015陳偉坤,2015H10陳偉坤,2015,H,黃大仙,H10,樂富,陳偉坤,,男,55,全職區議員,Y,,,建,2232,,53.838372
2015袁月卿,2015H10袁月卿,2015,H,黃大仙,H10,樂富,袁月卿,,女,51,退休人士,,,獨立候選人,其他,981,,23.66283285
2015黎榮浩,2015H11黎榮浩,2015,H,黃大仙,H11,橫頭磡,黎榮浩,,男,42,行政人員/區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015李浩然,2015H12李浩然,2015,H,黃大仙,H12,天強,李浩然,,男,28,項目幹事,,,公民黨,泛,2207,,48.46684885
2015陳安泰,2015H12陳安泰,2015,H,黃大仙,H12,天強,陳安泰,,男,62,基督徒區議員/公司董事,Y,,自由黨,建,2772,,60.87453784
2015蘇錫堅,2015H13蘇錫堅,2015,H,黃大仙,H13,翠竹及鵬程,蘇錫堅,,男,60,全職區議員,,,獨立候選人,建,1878,,32.77111158
2015陳英,2015H13陳英,2015,H,黃大仙,H13,翠竹及鵬程,陳英,,男,46,公司董事,Y,,獨立候選人,其他,2967,,51.7741683
2015李嘉興,2015H13李嘉興,2015,H,黃大仙,H13,翠竹及鵬程,李嘉興,,男,40,理財顧問,,,獨立候選人,其他,815,,14.22175503
2015許錦成,2015H14許錦成,2015,H,黃大仙,H14,竹園南,許錦成,,男,55,機構總監,Y,,民協,泛,3056,,75.66557105
2015陳澤森,2015H14陳澤森,2015,H,黃大仙,H14,竹園南,陳澤森,,男,38,幹事,,,工聯會,建,1107,,27.40896176
2015丁志威,2015H15丁志威,2015,H,黃大仙,H15,竹園北,丁志威,,男,34,公司董事,Y,,獨立候選人,其他,2799,,53.30709687
2015陳潔冰,2015H15陳潔冰,2015,H,黃大仙,H15,竹園北,陳潔冰,,女,50,專業會計/傳道,,,人民力量,泛,1206,,22.96833113
2015袁國強,2015H16袁國強,2015,H,黃大仙,H16,慈雲西,袁國強,,男,53,區議員,Y,,民建聯,建,3285,,61.02478163
2015翁誠光,2015H16翁誠光,2015,H,黃大仙,H16,慈雲西,翁誠光,,男,55,退休高級郵差,,,民主黨,泛,2405,,44.67719934
2015梁𧙗敬,2015H16梁𧙗敬,2015,H,黃大仙,H16,慈雲西,梁𧙗敬,,男,27,,,,熱血公民,其他,362,,6.724800899
2015陳曼琪,2015H17陳曼琪,2015,H,黃大仙,H17,正愛,陳曼琪,,女,46,律師,Y,,民建聯,建,3243,,60.93769642
2015麥子豪,2015H17麥子豪,2015,H,黃大仙,H17,正愛,麥子豪,,男,27,物理實驗室技術員,,,慈雲山建設力量,泛,2048,,38.48301026
2015黃逸旭,2015H18黃逸旭,2015,H,黃大仙,H18,正安,黃逸旭,,男,37,民選區議員,Y,Uncontested,獨立,泛,,,#VALUE!
2015何漢文,2015H19何漢文,2015,H,黃大仙,H19,慈雲東,何漢文,,男,49,全職區議員,Y,,民建聯,建,3192,,64.63586136
2015譚俊文,2015H19譚俊文,2015,H,黃大仙,H19,慈雲東,譚俊文,,男,25,工程項目助理,,,慈雲山建設力量,泛,1585,,32.09518805
2015黃鎮健,2015H20黃鎮健,2015,H,黃大仙,H20,瓊富,黃鎮健,,男,53,註冊理財師,,,工聯會,建,2377,,40.83758804
2015胡志偉,2015H20胡志偉,2015,H,黃大仙,H20,瓊富,胡志偉,,男,53,立法會議員,Y,,民主黨,泛,3907,,67.12345665
2015蔡子健,2015H21蔡子健,2015,H,黃大仙,H21,彩雲東,蔡子健,,男,33,立法會議員助理,Y,,民建聯,建,2201,,66.58643621
2015駱偉泉,2015H21駱偉泉,2015,H,黃大仙,H21,彩雲東,駱偉泉,,男,43,保安從業員,,,,其他,129,,3.902612572
2015黃國桐,2015H21黃國桐,2015,H,黃大仙,H21,彩雲東,黃國桐,,男,66,律師(法律界選委),,,民主黨,泛,1551,,46.9221093
2015李美蘭,2015H22李美蘭,2015,H,黃大仙,H22,彩雲南,李美蘭,,女,,註冊理財師,,,民建聯,建,1321,,38.08107146
2015沈運華,2015H22沈運華,2015,H,黃大仙,H22,彩雲南,沈運華,,男,31,見習律師,Y,,民主黨,泛,2432,,70.10837683
2015譚美普,2015H23譚美普,2015,H,黃大仙,H23,彩雲西,譚美普,,女,31,全職區議員,Y,,工聯會,建,2682,,66.25863993
2015謝智傑,2015H23謝智傑,2015,H,黃大仙,H23,彩雲西,謝智傑,,男,29,註冊社工,,,民主黨,泛,1810,,44.71593523
2015何賢輝,2015H24何賢輝,2015,H,黃大仙,H24,池彩,何賢輝,,男,59,民選區議員,,,工聯會,建,2078,,51.07536
2015胡志健,2015H24胡志健,2015,H,黃大仙,H24,池彩,胡志健,,男,35,議員助理,Y,,民主黨,泛,2083,,51.19825547
2015莫健榮,2015H25莫健榮,2015,H,黃大仙,H25,彩虹,莫健榮,,男,35,民選區議員,Y,,工聯會,建,2898,,67.42128251
2015梁達波,2015H25梁達波,2015,H,黃大仙,H25,彩虹,梁達波,,男,59,酒店業管理人員,,,獨立,其他,1639,,38.13094618
2015陳華裕,2015J01陳華裕,2015,J,觀塘,J01,觀塘中心,陳華裕,,男,57,中學校長,Y,Uncontested,,建,,,#VALUE!
2015潘任惠珍,2015J02潘任惠珍,2015,J,觀塘,J02,九龍灣,潘任惠珍,,女,61,全職區議員,Y,Uncontested,,其他,,,#VALUE!
2015歐陽均諾,2015J03歐陽均諾,2015,J,觀塘,J03,啓業,歐陽均諾,,男,29,,Y,,民建聯,建,2128,,53.70576871
2015林誠,2015J03林誠,2015,J,觀塘,J03,啓業,林誠,,男,55,社區主任,,,民主黨,泛,1826,,46.08399138
2015BUX Sheik Anthony,2015J04BUX Sheik Anthony,2015,J,觀塘,J04,麗晶,BUX Sheik Anthony,畢東尼,男,45,行政總裁,Y,,公民黨,泛,3060,,61.77587845
2015潘進源,2015J04潘進源,2015,J,觀塘,J04,麗晶,潘進源,,男,64,民選區議員,,,民建聯,建,2682,,54.14474052
2015陳俊傑,2015J05陳俊傑,2015,J,觀塘,J05,坪石,陳俊傑,,男,34,區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015譚肇卓,2015J06譚肇卓,2015,J,觀塘,J06,雙彩,譚肇卓,,男,32,區議員,Y,Uncontested,民建聯,建,,,#VALUE!
2015顏汶羽,2015J07顏汶羽,2015,J,觀塘,J07,佐敦谷,顏汶羽,,男,29,區議員,Y,,民建聯,建,2638,,60.6585416
2015黃偉達,2015J07黃偉達,2015,J,觀塘,J07,佐敦谷,黃偉達,,男,59,議員助理,,,民主黨,泛,1400,,32.19179615
2015郭必錚,2015J08郭必錚,2015,J,觀塘,J08,順天,郭必錚,,男,58,理財顧問經理,,,民建聯,建,2764,,50.58183661
2015莫建成,2015J08莫建成,2015,J,觀塘,J08,順天,莫建成,,男,34,註册社工/社區主任,Y,,民主黨,泛,2864,,52.41185964
2015符碧珍,2015J09符碧珍,2015,J,觀塘,J09,雙順,符碧珍,,女,46,全職區議員,Y,Uncontested,,建,,,#VALUE!
2015梁騰丰,2015J10梁騰丰,2015,J,觀塘,J10,安利,梁騰丰,,男,41,,,,民建聯,建,1665,,45.71080675
2015蔡澤鴻,2015J10蔡澤鴻,2015,J,觀塘,J10,安利,蔡澤鴻,,男,47,全職區議員,Y,,,其他,2128,,58.42198004
2015曹啓暉,2015J10曹啓暉,2015,J,觀塘,J10,安利,曹啓暉,,男,21,,,,,其他,92,,2.525762295
2015洪錦鉉,2015J11洪錦鉉,2015,J,觀塘,J11,寶達,洪錦鉉,,男,39,區議員,Y,,民建聯,建,3993,,76.28722513
2015譚灝琳,2015J11譚灝琳,2015,J,觀塘,J11,寶達,譚灝琳,,男,21,自由人,,,,其他,1042,,19.90766055
2015黃春平,2015J12黃春平,2015,J,觀塘,J12,秀茂坪北,黃春平,,男,,全職區議員,Y,Uncontested,,建,,,#VALUE!
2015蘇麗珍,2015J13蘇麗珍,2015,J,觀塘,J13,曉麗,蘇麗珍,,女,52,全職區議員,Y,,獨立候選人,建,3466,,61.48165248
